Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Work_Life_Balance
22,Male,2.31,931,3.99,Computer Science,4,5,1,7,5,34700.0,4,4,7
29,Male,3.58,685,2.01,Mathematics,3,2,4,4,0,49700.0,1,4,3
28,Female,2.13,561,3.28,Mathematics,3,1,8,4,4,28800.0,6,3,10
20,Female,2.39,123,3.74,Law,1,1,8,3,5,55300.0,8,1,4
26,Male,3.31,35,3.34,Law,1,5,6,9,5,56000.0,4,4,3
18,Male,3.71,618,2.73,Medicine,1,1,5,3,0,55900.0,8,5,4
23,Female,2.51,988,3.92,Medicine,1,2,10,4,0,25000.0,2,1,10
23,Female,2.65,840,3.79,Engineering,0,0,10,3,3,67900.0,5,1,5
27,Male,3.07,416,2.87,Business,0,3,2,8,5,51900.0,3,5,10
22,Female,2.42,708,3.15,Medicine,1,4,5,8,1,43200.0,7,3,1
29,Other,3.62,621,3.94,Arts,1,0,5,10,2,59700.0,9,1,6
22,Female,3.55,637,3.97,Computer Science,1,3,2,8,2,59500.0,1,4,5
27,Male,2.29,327,2.9,Law,2,2,8,5,5,32800.0,8,2,5
22,Female,2.93,295,3.69,Arts,1,3,10,7,1,49300.0,4,1,9
23,Female,3.55,432,2.6,Law,2,2,5,3,4,41000.0,10,3,3
25,Male,2.67,347,2.74,Computer Science,1,3,5,8,0,43700.0,5,5,3
19,Female,3.27,37,2.33,Arts,3,0,1,10,2,57800.0,1,4,9
23,Female,2.1,700,2.42,Law,4,5,1,2,3,36900.0,5,2,8
18,Female,3.22,512,3.31,Medicine,0,5,1,8,4,58300.0,9,1,9
21,Male,2.31,849,3.02,Business,3,5,8,6,3,36100.0,8,3,10
27,Female,3.66,970,2.46,Medicine,4,2,10,2,2,68100.0,8,2,10
20,Female,2.71,900,2.81,Mathematics,2,1,2,6,1,40200.0,6,2,8
26,Male,2.56,535,2.75,Law,0,5,8,10,1,84400.0,9,4,7
20,Female,3.68,910,3.97,Engineering,2,2,6,2,3,62200.0,4,4,2
23,Female,2.1,773,3.71,Arts,2,2,5,3,5,47100.0,6,1,5
18,Female,2.79,706,2.78,Business,0,3,6,5,4,35700.0,3,1,10
29,Male,2.74,878,3.83,Arts,4,2,4,1,2,57800.0,2,2,7
23,Female,2.57,664,2.69,Engineering,0,3,3,9,0,65200.0,9,3,5
21,Male,3.82,18,3.34,Engineering,1,0,4,10,1,59300.0,5,2,1
25,Male,3.5,27,3.93,Engineering,2,2,9,3,3,41300.0,2,3,10
28,Female,2.13,536,2.78,Law,1,1,8,1,2,71400.0,5,4,6
26,Male,3.43,29,3.36,Medicine,0,1,8,6,4,54400.0,6,3,6
21,Female,3.05,651,2.59,Law,0,0,1,1,5,40200.0,8,3,6
27,Male,3.8,658,2.53,Medicine,4,5,5,3,0,83200.0,5,4,3
29,Male,2.63,635,3.15,Business,2,1,6,7,0,59800.0,2,5,1
27,Male,3.15,640,3.96,Engineering,3,3,9,4,5,56100.0,7,2,7
23,Other,3.0,880,2.91,Mathematics,0,2,10,9,1,42700.0,5,1,6
18,Female,2.98,117,3.88,Medicine,3,4,10,7,0,49500.0,2,3,5
21,Female,2.91,132,3.83,Computer Science,2,2,6,5,2,37800.0,6,1,3
24,Male,2.41,289,2.51,Mathematics,1,2,1,9,1,52800.0,7,1,6
29,Male,3.51,718,2.8,Computer Science,2,4,1,3,1,58200.0,8,2,10
18,Other,2.9,236,3.29,Medicine,4,5,7,8,1,25000.0,3,5,9
25,Male,3.92,42,3.04,Mathematics,3,1,3,8,5,30700.0,4,5,8
29,Male,2.52,160,2.19,Mathematics,3,1,7,4,2,36300.0,6,5,8
27,Female,3.37,764,3.99,Business,1,2,5,1,3,27400.0,3,5,8
29,Male,3.88,691,3.51,Arts,1,1,1,4,0,37600.0,6,4,1
28,Female,3.33,125,2.88,Law,0,3,8,9,0,72100.0,9,1,7
23,Female,3.74,260,3.24,Engineering,2,3,9,10,3,67100.0,5,1,1
22,Male,3.65,276,2.18,Medicine,4,4,6,1,1,40700.0,2,4,7
27,Male,2.72,213,2.99,Business,0,2,2,3,4,58300.0,10,2,2
28,Male,3.2,963,3.86,Mathematics,2,5,9,8,2,32700.0,2,3,3
26,Female,2.31,473,3.79,Law,1,3,2,3,1,79300.0,7,5,10
19,Female,3.07,836,2.67,Arts,4,0,6,2,1,47000.0,4,5,2
22,Male,2.46,702,3.06,Business,1,1,10,1,1,25000.0,9,4,10
23,Male,3.49,570,3.39,Arts,1,5,4,9,0,83500.0,9,5,1
24,Female,3.06,431,2.68,Computer Science,3,2,6,10,5,45500.0,6,4,5
22,Female,2.82,715,2.13,Law,2,3,4,3,5,80500.0,10,3,8
26,Male,2.54,80,3.01,Law,0,4,3,7,5,63800.0,5,1,6
18,Male,4.0,955,3.2,Arts,3,3,8,10,0,54400.0,7,5,4
24,Male,2.14,228,2.01,Computer Science,2,0,5,3,5,25000.0,5,2,10
27,Female,2.09,902,2.19,Engineering,2,3,1,8,4,51600.0,9,4,1
24,Other,2.43,95,2.41,Medicine,2,2,8,9,2,26600.0,9,3,10
21,Male,3.94,424,2.7,Mathematics,4,4,3,8,1,45000.0,7,2,2
26,Female,3.96,973,3.08,Computer Science,3,4,4,5,5,52400.0,4,1,2
29,Male,3.31,919,2.59,Business,0,0,9,10,0,69900.0,1,2,3
28,Male,3.76,948,2.55,Arts,3,2,3,2,3,41000.0,4,4,2
22,Male,2.43,516,3.74,Law,1,0,5,6,0,82300.0,3,5,4
21,Female,3.94,165,2.29,Business,2,0,8,8,1,27000.0,1,1,4
24,Female,2.29,426,2.99,Law,1,0,6,2,1,37800.0,10,4,5
21,Female,2.2,997,3.91,Computer Science,3,3,3,6,0,52700.0,4,3,9
20,Male,2.22,812,3.25,Law,0,1,8,7,3,25000.0,7,2,3
26,Male,3.15,993,3.43,Mathematics,1,3,5,9,3,32300.0,2,2,6
28,Male,3.56,893,2.86,Law,1,2,6,9,1,57000.0,7,1,10
25,Female,2.73,42,2.04,Mathematics,4,5,3,2,0,64000.0,6,1,4
18,Male,3.96,797,3.29,Law,3,0,8,1,2,35400.0,9,3,7
24,Female,2.87,741,3.26,Law,1,0,4,7,2,42100.0,2,3,4
26,Male,2.3,403,2.22,Mathematics,3,1,9,6,1,57600.0,6,1,7
25,Male,2.93,755,2.92,Mathematics,0,4,5,10,3,25000.0,6,4,1
25,Male,3.36,724,3.83,Business,1,0,1,10,2,47300.0,6,4,9
23,Male,3.66,416,2.41,Arts,0,3,9,10,0,46500.0,3,1,1
28,Male,2.92,300,2.92,Medicine,1,0,8,4,4,76500.0,6,2,5
21,Male,3.19,55,2.92,Business,2,2,5,9,4,58000.0,9,5,8
25,Female,2.53,336,3.62,Engineering,4,1,3,1,3,50300.0,3,3,8
20,Female,3.29,901,3.65,Arts,4,5,9,7,5,61500.0,2,4,6
26,Male,3.97,881,3.52,Arts,4,4,7,5,4,53300.0,8,5,6
19,Male,2.1,430,2.73,Mathematics,0,5,8,5,0,36000.0,3,2,2
19,Male,3.77,972,2.14,Engineering,3,2,3,6,5,60800.0,5,3,4
29,Male,3.12,685,2.7,Mathematics,4,3,6,2,1,62900.0,5,4,8
29,Male,2.5,789,3.36,Mathematics,1,5,4,3,1,45200.0,2,4,2
24,Female,3.91,334,3.41,Computer Science,1,2,3,9,0,53000.0,2,2,6
29,Male,2.97,741,3.93,Engineering,2,5,4,4,1,79300.0,6,2,3
27,Male,2.66,406,2.91,Computer Science,0,0,2,6,0,53100.0,2,4,7
21,Male,2.36,30,3.26,Medicine,1,1,5,3,0,46900.0,6,4,9
27,Male,2.49,535,3.08,Computer Science,1,0,8,3,4,34900.0,7,5,8
25,Female,3.67,517,2.3,Mathematics,2,1,5,9,5,36500.0,4,2,8
26,Male,3.23,575,2.92,Medicine,2,3,2,9,4,51400.0,10,2,9
24,Male,3.83,221,3.09,Medicine,3,2,7,3,3,40600.0,4,5,2
22,Female,2.46,827,3.9,Law,3,5,8,3,4,59000.0,3,2,6
25,Male,2.24,990,2.73,Law,3,1,4,6,1,43700.0,1,1,9
21,Female,2.01,594,3.96,Engineering,1,2,3,1,5,93000.0,4,3,2
19,Female,3.02,494,3.08,Mathematics,2,5,8,5,4,53500.0,3,1,9
28,Male,4.0,754,2.48,Medicine,0,1,10,9,0,26300.0,8,2,2
29,Female,3.39,253,2.38,Mathematics,3,0,2,9,4,52800.0,5,5,9
23,Male,2.62,564,2.28,Computer Science,4,1,7,8,1,44400.0,7,4,1
26,Female,3.75,321,2.91,Business,1,1,10,6,3,60800.0,3,2,6
18,Male,3.56,39,2.04,Law,0,4,8,9,5,50100.0,3,4,6
28,Male,2.03,465,2.89,Arts,1,5,5,3,2,56200.0,6,3,2
27,Female,3.63,771,3.98,Arts,3,5,7,9,5,90700.0,10,1,7
29,Female,2.6,938,3.34,Computer Science,1,3,9,8,0,46800.0,4,3,10
24,Other,2.3,839,3.52,Law,3,5,8,1,1,61000.0,8,4,4
27,Female,2.45,411,2.24,Business,1,0,5,9,1,66600.0,3,3,4
26,Male,2.94,412,2.95,Mathematics,3,0,4,8,2,54700.0,5,4,9
27,Male,2.85,492,2.57,Medicine,2,2,3,8,3,25800.0,1,1,2
26,Male,2.58,438,3.79,Law,2,1,6,6,0,61700.0,1,4,9
27,Male,2.34,479,2.36,Computer Science,2,1,4,9,3,25000.0,8,1,9
28,Male,3.52,783,2.92,Mathematics,2,5,4,8,2,75600.0,7,2,6
20,Female,3.98,949,3.18,Medicine,2,1,7,2,0,30400.0,1,4,10
28,Male,3.56,72,3.03,Law,4,0,10,6,4,79400.0,6,3,7
22,Male,2.59,582,3.66,Engineering,1,4,5,8,3,51300.0,2,5,4
25,Male,2.49,220,2.46,Business,2,2,1,6,4,63100.0,1,3,1
25,Female,2.44,4,2.75,Arts,4,1,5,9,0,57700.0,10,5,9
21,Female,2.27,862,3.58,Computer Science,4,4,6,5,2,64600.0,5,3,9
29,Female,3.1,913,3.06,Arts,1,5,1,8,4,25000.0,5,4,1
28,Male,3.21,290,2.8,Mathematics,1,3,3,10,4,40400.0,2,2,4
28,Female,3.41,380,2.06,Medicine,3,0,6,2,1,56100.0,5,4,7
18,Male,3.36,902,3.51,Medicine,3,3,7,5,0,50800.0,7,1,3
18,Female,2.58,804,3.94,Engineering,2,0,7,1,5,44000.0,4,2,5
21,Female,2.66,355,3.24,Medicine,0,2,7,5,2,52900.0,2,4,5
23,Male,3.36,743,3.71,Medicine,3,5,9,7,1,46700.0,5,2,8
25,Female,2.7,935,3.03,Mathematics,0,3,2,1,3,83100.0,6,1,9
23,Female,2.43,80,2.46,Arts,3,2,3,10,2,70100.0,8,5,1
29,Male,2.75,66,2.03,Arts,4,2,7,3,1,72300.0,9,2,2
26,Female,2.54,136,3.31,Computer Science,4,2,6,6,3,77100.0,10,2,5
26,Male,2.18,399,2.99,Computer Science,4,3,1,1,2,57400.0,8,1,1
19,Male,3.66,703,3.56,Medicine,0,3,10,3,1,36000.0,7,4,6
27,Male,3.71,347,3.39,Law,2,3,7,8,2,45800.0,9,5,6
18,Male,2.44,848,3.98,Business,3,1,2,9,4,55300.0,9,2,3
19,Female,2.13,961,3.02,Computer Science,3,2,4,7,1,52300.0,6,2,4
22,Male,3.48,59,2.85,Medicine,0,5,7,4,4,30100.0,3,2,3
21,Female,2.42,778,2.57,Law,4,1,4,7,1,55400.0,8,2,5
21,Male,2.79,519,2.95,Law,2,0,6,7,4,33200.0,3,1,9
26,Other,2.13,880,3.75,Arts,3,3,9,7,0,79100.0,1,2,10
28,Female,2.45,714,2.08,Law,2,5,5,8,4,61700.0,4,5,3
25,Female,3.59,844,3.96,Engineering,2,4,3,4,0,47100.0,9,1,2
23,Male,3.61,977,3.99,Arts,1,0,6,4,5,51000.0,8,2,6
18,Male,2.41,237,3.2,Arts,2,2,4,9,2,75900.0,6,5,10
19,Male,2.67,780,2.66,Engineering,1,2,9,8,3,27600.0,3,3,1
23,Female,2.27,79,2.45,Mathematics,0,5,2,4,3,42800.0,3,3,9
28,Female,2.15,558,2.55,Mathematics,4,1,10,6,3,58000.0,7,5,10
19,Male,3.98,755,2.1,Arts,1,3,5,9,0,25000.0,5,2,3
27,Male,3.31,800,2.95,Computer Science,2,5,9,6,3,47900.0,3,2,3
22,Female,3.08,672,2.11,Arts,4,3,10,5,3,43300.0,1,1,8
22,Male,3.53,115,3.44,Engineering,2,0,7,7,4,87000.0,9,2,6
23,Female,3.68,986,2.74,Medicine,2,5,5,2,5,48000.0,5,1,3
23,Female,3.61,462,2.4,Medicine,1,0,8,8,3,34500.0,7,2,6
23,Female,2.03,626,3.09,Medicine,0,0,2,7,0,36700.0,10,4,6
19,Male,2.37,126,3.95,Mathematics,2,4,4,6,4,25000.0,9,4,3
27,Male,3.31,602,3.39,Engineering,1,4,6,3,0,75300.0,4,5,6
20,Female,2.75,573,2.98,Engineering,2,2,7,9,1,51600.0,5,4,10
23,Female,3.96,965,3.55,Computer Science,4,2,8,2,3,47400.0,3,3,8
25,Male,3.33,500,3.47,Engineering,0,2,4,4,0,64100.0,7,3,9
29,Male,3.91,829,3.78,Law,2,5,9,2,0,58200.0,1,1,3
28,Female,2.4,102,2.41,Medicine,0,3,7,6,4,50200.0,8,3,2
29,Female,3.73,626,3.72,Engineering,0,2,2,7,1,35000.0,3,2,10
18,Female,2.64,174,2.6,Business,4,1,9,9,1,41900.0,4,1,10
18,Other,3.98,452,3.88,Mathematics,4,0,7,6,3,51900.0,10,4,7
28,Male,2.32,92,2.56,Arts,3,5,5,6,5,60000.0,4,4,8
19,Male,3.03,695,3.85,Computer Science,0,3,3,5,2,30000.0,7,3,9
28,Female,3.59,385,3.93,Medicine,2,4,9,10,2,48700.0,7,3,1
29,Female,2.87,205,2.29,Law,4,0,7,10,4,69400.0,4,2,1
29,Male,2.94,363,3.95,Law,2,2,3,4,3,31400.0,6,4,1
23,Male,3.97,707,2.17,Medicine,0,4,5,10,4,61200.0,8,3,4
26,Female,2.85,817,2.44,Law,4,4,3,4,5,30500.0,10,4,3
21,Male,3.21,498,2.89,Business,3,4,3,4,3,42000.0,4,4,7
20,Male,2.11,537,3.99,Computer Science,0,5,7,5,1,25000.0,1,3,6
29,Female,3.68,234,2.98,Mathematics,2,0,9,1,2,54500.0,7,4,3
25,Female,3.3,16,3.1,Arts,3,3,5,2,0,38500.0,2,3,3
28,Female,2.81,981,3.39,Computer Science,0,0,4,3,2,25000.0,3,5,5
27,Male,2.03,141,3.94,Computer Science,4,1,4,7,3,52100.0,8,3,4
26,Female,3.18,948,3.57,Mathematics,0,2,3,1,5,65900.0,2,4,9
29,Female,2.03,620,2.45,Medicine,1,5,8,3,2,56100.0,2,5,1
28,Female,2.0,420,2.61,Engineering,2,3,10,7,0,55400.0,4,4,1
22,Female,3.23,456,2.2,Arts,4,5,1,6,1,61800.0,6,4,5
26,Male,2.38,300,3.29,Computer Science,4,3,3,2,1,39200.0,10,5,8
19,Male,2.38,339,2.36,Business,1,2,2,4,3,51600.0,2,2,4
20,Male,3.31,303,2.51,Mathematics,3,1,7,1,2,83000.0,9,5,9
24,Male,2.11,892,3.78,Medicine,4,4,6,5,3,52200.0,2,4,7
24,Female,2.63,592,2.65,Engineering,3,2,1,2,2,37500.0,9,4,3
23,Female,2.3,76,3.13,Engineering,3,4,3,8,4,55200.0,7,2,6
23,Female,3.16,788,2.8,Medicine,3,2,4,10,3,44300.0,3,5,6
19,Female,3.32,914,2.15,Computer Science,0,0,10,6,2,49400.0,9,3,5
27,Male,3.44,950,2.73,Mathematics,1,5,7,1,4,61200.0,9,4,8
23,Male,2.51,780,2.82,Law,2,1,3,2,3,41900.0,6,5,1
21,Male,2.18,624,3.79,Medicine,1,5,4,4,1,25000.0,2,1,10
29,Male,2.16,921,2.65,Law,4,1,7,3,5,47400.0,7,4,4
20,Male,2.85,316,2.76,Engineering,1,2,4,9,4,57400.0,4,3,7
28,Female,3.89,500,3.57,Engineering,2,1,9,1,3,76200.0,4,4,6
19,Other,2.44,75,3.52,Business,0,4,6,7,0,66100.0,7,5,7
18,Male,2.51,726,3.6,Business,4,1,2,9,5,45000.0,5,2,3
28,Male,2.2,366,3.91,Engineering,0,1,1,9,1,57200.0,1,1,3
28,Female,3.21,546,3.59,Business,4,5,8,6,5,46300.0,3,3,1
22,Male,3.36,653,2.82,Business,2,1,3,7,5,63300.0,7,4,7
19,Female,3.29,678,3.64,Business,0,3,7,8,4,47600.0,9,3,4
19,Female,3.72,396,3.02,Engineering,2,2,4,3,2,61300.0,9,2,9
24,Female,2.97,231,2.56,Computer Science,2,0,3,5,0,75000.0,7,1,5
25,Male,2.27,804,2.61,Computer Science,1,0,9,4,2,88200.0,5,3,5
27,Female,2.58,28,2.45,Mathematics,4,3,6,9,5,27600.0,4,5,9
25,Male,3.32,475,2.29,Arts,3,5,6,9,0,25000.0,9,5,1
21,Female,3.23,295,2.37,Business,3,3,6,4,3,35900.0,6,3,6
18,Male,3.06,845,2.13,Computer Science,0,0,3,2,3,49100.0,10,1,8
28,Male,3.37,427,3.78,Arts,2,4,6,1,2,42100.0,2,4,1
24,Female,3.27,872,3.86,Medicine,1,0,4,3,5,68700.0,3,5,10
18,Female,3.76,91,3.17,Business,4,0,2,2,2,38100.0,7,4,9
28,Female,3.17,115,3.68,Computer Science,0,2,3,5,2,33300.0,4,4,8
21,Female,3.56,159,2.37,Computer Science,2,0,4,6,4,70100.0,7,3,6
25,Female,2.5,258,3.8,Law,3,0,1,9,5,58200.0,5,5,9
19,Male,3.36,373,3.01,Computer Science,3,1,7,4,1,54500.0,1,3,3
23,Female,3.8,850,2.13,Law,4,3,5,4,2,33300.0,10,2,4
23,Female,2.77,90,2.28,Arts,4,0,9,4,3,66100.0,3,4,3
29,Female,3.56,757,2.62,Law,4,0,6,1,5,46600.0,9,1,5
26,Female,3.45,298,2.09,Medicine,0,4,8,3,5,52000.0,4,4,1
22,Male,2.12,31,2.62,Mathematics,4,0,9,4,5,55100.0,5,1,1
27,Female,3.16,829,2.12,Business,0,2,6,1,3,70800.0,2,3,2
21,Male,2.26,358,2.47,Computer Science,1,5,7,5,2,56700.0,10,5,1
22,Male,3.93,824,2.53,Mathematics,2,4,6,10,5,39700.0,8,4,3
29,Female,3.62,470,3.99,Engineering,3,0,6,9,5,49900.0,1,2,2
29,Male,2.22,740,2.47,Business,0,5,2,1,2,60200.0,4,4,10
27,Female,2.24,851,2.48,Engineering,2,2,5,7,3,75500.0,6,1,7
28,Male,3.19,128,3.37,Mathematics,4,3,6,2,4,43900.0,8,1,8
22,Male,2.69,782,3.72,Arts,3,0,10,10,5,42600.0,4,1,2
25,Female,2.07,270,2.77,Computer Science,0,3,5,9,0,61400.0,2,5,4
27,Female,3.08,498,3.75,Business,4,0,4,4,3,36700.0,4,2,8
29,Female,2.78,413,2.68,Business,2,4,6,3,0,40500.0,1,2,10
25,Female,2.2,209,2.39,Computer Science,1,4,6,7,2,50400.0,8,1,1
19,Female,3.6,690,2.66,Mathematics,2,5,8,6,1,56600.0,9,2,8
24,Male,3.83,306,3.22,Medicine,0,2,8,10,2,65300.0,3,2,8
25,Male,3.51,191,2.73,Arts,1,1,10,8,2,52500.0,8,3,2
28,Male,3.64,357,3.35,Computer Science,1,5,1,9,2,51300.0,9,2,3
23,Female,2.43,457,2.47,Law,4,5,2,7,5,58600.0,8,1,9
22,Female,2.53,449,3.4,Business,2,2,1,6,3,27000.0,2,5,10
28,Male,2.42,68,2.69,Medicine,0,0,10,8,3,51200.0,2,3,5
26,Female,3.53,839,2.91,Business,1,3,7,9,1,74200.0,10,2,7
20,Female,3.9,779,3.12,Engineering,4,3,8,8,0,61700.0,4,3,5
29,Male,3.43,782,3.37,Business,1,0,3,6,0,49600.0,1,4,10
27,Male,3.76,874,2.48,Arts,2,1,3,8,0,61000.0,3,3,2
21,Female,3.28,467,3.67,Computer Science,3,1,7,9,2,31500.0,4,3,2
26,Female,2.78,360,3.44,Business,0,1,8,6,1,56500.0,2,3,1
23,Female,2.85,387,2.47,Law,3,0,6,6,2,49500.0,7,2,6
25,Male,2.15,128,3.95,Engineering,2,4,8,2,1,51500.0,10,3,7
24,Other,2.06,776,3.33,Engineering,3,5,2,9,4,44500.0,3,5,5
28,Male,3.39,733,2.9,Computer Science,2,4,7,8,3,71100.0,7,2,3
19,Male,2.88,754,2.32,Engineering,2,0,5,5,5,42600.0,7,1,10
20,Other,3.1,485,3.07,Mathematics,4,4,6,10,5,34000.0,9,4,10
18,Male,3.12,244,2.33,Computer Science,3,1,7,3,5,27800.0,4,1,9
26,Female,2.55,939,2.86,Arts,1,4,9,9,2,25000.0,4,2,8
24,Male,2.95,905,2.82,Computer Science,2,0,7,10,4,53300.0,1,1,2
18,Female,2.94,19,3.44,Medicine,3,5,1,7,0,38200.0,6,4,3
20,Female,2.78,396,2.38,Engineering,1,4,5,9,5,30500.0,6,3,7
21,Male,3.64,667,3.64,Engineering,0,4,4,7,4,46000.0,7,1,9
21,Female,2.9,229,2.65,Law,1,4,8,8,5,60300.0,9,2,2
22,Male,3.21,368,2.89,Business,3,4,7,10,3,48500.0,10,5,10
20,Female,3.79,58,3.54,Medicine,3,5,4,5,5,52000.0,10,4,7
20,Male,3.73,281,3.25,Mathematics,1,0,3,10,3,67600.0,10,1,8
18,Male,3.78,557,2.62,Business,1,2,6,10,5,62400.0,9,5,6
24,Male,2.54,102,2.77,Computer Science,2,4,8,6,5,51700.0,5,4,6
28,Male,2.07,48,2.61,Arts,3,2,3,8,3,35200.0,2,1,8
27,Female,2.52,562,3.19,Law,2,5,5,7,5,41800.0,1,2,3
18,Male,2.56,593,2.67,Engineering,2,0,10,1,4,50400.0,2,5,8
19,Male,3.82,812,3.45,Mathematics,0,3,1,10,0,60800.0,2,5,10
21,Male,3.3,59,3.16,Mathematics,3,2,10,4,2,55100.0,1,1,1
21,Male,2.16,161,2.29,Arts,2,0,10,8,5,40700.0,8,1,2
22,Female,2.27,103,2.62,Computer Science,0,3,8,9,0,56000.0,3,2,6
28,Other,2.31,846,2.44,Computer Science,2,4,7,6,1,75600.0,10,2,2
19,Male,3.26,412,2.78,Medicine,2,5,8,4,1,54400.0,10,3,10
21,Female,3.47,786,3.03,Business,3,5,2,2,2,59200.0,8,1,2
18,Female,3.72,183,3.01,Engineering,1,0,7,9,5,44800.0,6,2,3
19,Male,3.88,417,3.51,Mathematics,1,1,4,1,5,47100.0,1,1,3
18,Female,2.4,116,2.38,Engineering,3,3,2,5,3,25000.0,7,2,4
27,Female,2.62,874,3.89,Mathematics,1,1,9,8,2,52100.0,3,4,9
27,Female,2.48,399,2.69,Arts,4,5,5,4,4,25000.0,9,2,9
21,Female,2.72,957,2.6,Medicine,1,5,7,1,5,27200.0,9,2,2
21,Male,3.83,779,3.37,Law,2,4,4,4,3,55000.0,4,4,2
24,Female,3.15,676,3.61,Computer Science,2,4,10,5,2,35200.0,2,4,6
27,Female,3.48,655,2.76,Medicine,0,2,4,5,2,25000.0,10,3,5
28,Female,2.98,437,3.49,Engineering,3,5,3,1,4,51000.0,9,2,5
28,Female,2.06,318,3.77,Law,0,4,1,2,4,26900.0,5,4,7
26,Male,2.13,816,3.53,Business,2,2,2,6,0,65800.0,8,3,9
26,Other,3.08,606,2.07,Arts,2,3,9,10,1,57100.0,9,3,1
22,Female,3.44,250,3.65,Computer Science,0,1,1,5,2,77400.0,1,1,5
27,Male,2.43,911,3.55,Computer Science,4,3,5,9,0,55900.0,3,4,5
18,Male,3.44,447,3.34,Computer Science,1,1,2,7,3,78300.0,7,5,5
18,Female,3.62,497,3.52,Business,4,0,4,5,3,35500.0,2,4,9
23,Male,2.82,343,3.96,Engineering,4,3,7,9,1,40900.0,4,4,6
19,Male,3.49,427,2.86,Engineering,4,0,5,1,3,54400.0,4,3,8
25,Male,2.81,818,2.13,Medicine,4,1,1,3,1,48100.0,7,4,8
26,Male,3.36,828,2.92,Law,1,5,3,2,3,52200.0,2,4,6
21,Male,3.53,240,2.09,Mathematics,3,5,10,7,3,49600.0,8,3,6
22,Male,3.98,59,2.59,Medicine,0,2,9,9,2,46900.0,8,3,10
28,Male,2.69,527,3.17,Engineering,4,3,1,2,4,35900.0,6,1,8
25,Female,2.82,797,2.62,Computer Science,4,3,10,6,2,39000.0,4,1,1
20,Female,2.33,203,3.37,Business,0,2,4,2,0,36600.0,2,4,9
22,Male,2.41,749,3.64,Engineering,0,2,5,3,4,35300.0,3,4,9
20,Male,3.39,466,2.84,Business,3,4,10,1,2,51000.0,3,2,8
29,Female,3.83,296,3.8,Arts,2,5,3,6,4,39200.0,3,5,4
27,Male,2.79,287,2.16,Computer Science,3,4,3,2,4,42100.0,4,2,1
20,Male,2.36,73,3.68,Arts,2,1,1,3,4,71000.0,7,2,2
20,Male,2.57,726,3.66,Engineering,1,5,6,6,3,57200.0,9,4,1
29,Female,2.91,523,2.64,Medicine,3,3,4,6,4,62100.0,10,3,3
24,Female,2.58,337,2.6,Engineering,1,2,8,4,3,66800.0,4,3,9
24,Female,2.47,737,2.61,Arts,0,2,6,1,5,74700.0,7,5,6
24,Female,3.47,318,3.62,Business,3,5,3,7,4,49800.0,10,3,5
27,Female,2.02,203,3.66,Law,0,0,7,2,3,54100.0,6,4,8
25,Male,3.08,231,2.66,Law,4,4,3,6,4,42300.0,10,3,10
22,Female,3.59,904,3.19,Engineering,0,5,9,7,0,37400.0,9,1,3
22,Male,2.53,563,2.28,Mathematics,4,5,8,2,2,27600.0,8,5,10
21,Female,3.21,57,2.94,Medicine,2,0,3,6,5,34800.0,2,3,3
24,Female,3.34,644,4.0,Arts,4,2,2,1,4,42100.0,3,3,5
27,Female,3.31,420,2.32,Engineering,2,3,3,6,0,53000.0,6,1,1
21,Male,2.89,915,3.9,Arts,4,3,4,8,2,32900.0,5,2,7
19,Male,2.69,280,3.65,Arts,4,0,3,8,1,35400.0,2,4,3
21,Female,3.67,809,3.94,Computer Science,1,4,9,7,5,25000.0,2,3,2
25,Female,3.52,305,2.36,Law,1,1,10,4,5,39700.0,5,1,7
26,Female,2.64,466,2.43,Mathematics,0,5,2,4,4,50900.0,5,1,1
20,Male,2.21,737,2.03,Law,1,3,8,5,1,50800.0,1,2,1
24,Female,2.14,174,3.45,Business,2,1,7,8,2,45200.0,10,3,9
29,Female,2.19,804,3.29,Mathematics,1,5,1,4,2,46300.0,3,2,7
26,Female,3.17,266,2.36,Computer Science,0,4,6,9,4,50100.0,9,5,3
28,Female,2.1,247,3.58,Law,3,0,6,3,0,68700.0,10,1,5
21,Female,2.67,78,2.6,Arts,2,4,9,9,4,44600.0,3,4,2
27,Female,3.51,647,2.27,Medicine,3,2,10,2,0,47900.0,6,1,5
20,Female,2.59,652,2.85,Medicine,2,4,8,6,4,30600.0,6,2,9
22,Other,3.53,854,2.18,Computer Science,0,0,7,5,0,57100.0,2,4,10
18,Male,3.49,253,2.53,Medicine,1,0,7,5,3,49100.0,7,4,5
20,Male,2.49,475,2.74,Arts,3,4,5,6,0,42000.0,9,1,1
25,Female,3.46,176,3.7,Mathematics,3,5,2,10,0,32300.0,9,4,8
28,Female,3.5,421,3.59,Engineering,1,0,10,7,2,55200.0,8,3,6
25,Female,2.79,971,2.89,Arts,0,2,5,4,1,33600.0,5,1,2
21,Female,2.42,932,3.45,Law,1,1,1,4,4,58000.0,8,2,6
19,Male,3.04,572,3.14,Engineering,4,4,10,9,2,76900.0,9,5,9
25,Female,3.84,461,2.68,Medicine,4,0,6,4,1,67300.0,1,2,3
25,Female,3.28,864,3.45,Mathematics,4,5,2,8,2,50500.0,1,3,5
